                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                   4.41,                 4.6084,                 4.4272,                0.00023,                0.05505,                0.00013,                  3e-05,                 5.1994,                 5.2184,                 4.1056,                  0.082,                  0.002,                  0.002
                      1,                  4.172,                 4.1719,                 4.1966,                0.00023,                0.05505,                0.00015,                  3e-05,                 5.1381,                 5.1924,                 4.0526,               0.062897,               0.003897,               0.003897
