                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 3.7181,                 4.1864,                 4.0563,                0.00027,                0.06618,                0.00026,                  5e-05,                 4.6145,                  4.501,                 3.6646,               0.070385,              0.0032906,              0.0032906
                      1,                 3.4154,                 3.9789,                 3.7692,                 0.0006,                0.14706,                 0.0042,                0.00055,                 4.1328,                 4.2678,                 3.3752,               0.037106,              0.0033451,              0.0033451
